Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Tình trạng nội thất,Đặc điểm căn hộ,Hướng cửa chính,Loại hình căn hộ,Hướng ban công,Đơn giá (tr/m2),Giấy tờ pháp lý,Số phòng ngủ,Diện tích,Số phòng vệ sinh
19408742,131460168,459246879,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 11,Phường Bình Phú,961,Hậu Giang,Căn hộ/Chung cư,2 ngày trước,0,False,10.74578,106.62633,"10.74578,106.62633",,"3,19 tỷ",,,0,False,2026-03-27 14:05:21,3190000000 ₫,Mua bán,Nội thất đầy đủ,0,,Chung cư,,60.18868 tr/m²,Sổ hồng riêng,2 PN,53 m²,1
5504036,131460203,175905808,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 1,Phường Vĩnh Hội,331,Bến Vân Đồn,Căn hộ/Chung cư,2 ngày trước,0,False,10.75756,106.69245,"10.75756,106.69245",,"6,6 tỷ",,,0,False,2026-03-27 14:06:59,6600000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,66 tr/m²,Sổ hồng riêng,3 PN,100 m²,2
2531514,131460420,1245815748,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Bình (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,hôm qua,0,False,10.89186,106.83415,"10.89186,106.83415",,"3,6 tỷ",,,0,False,2026-03-28 21:03:46,3600000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,70.588234 tr/m²,Sổ hồng riêng,2 PN,51 m²,1
12221998,131460551,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 6,Phường An Nhơn,,Đường Nguyễn Văn Dung,Căn hộ/Chung cư,15 giờ trước,0,True,10.849699,106.68099,"10.8496992,106.6809919",osm:W503484219,"4,35 tỷ",,,0,False,2026-03-29 07:01:16,4350000000 ₫,Mua bán,,,,Chung cư,,53.048782 tr/m²,Sổ hồng riêng,2 PN,82 m²,2
31227633,131460626,774872562,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Đa Kao,Phường Tân Định,Số 4,Nguyễn Đình Chiểu,Căn hộ/Chung cư,2 ngày trước,0,False,10.79181,106.70265,"10.79181,106.70265",,"7,55 tỷ",,,0,False,2026-03-27 14:25:01,7550000000 ₫,Mua bán,,,,Chung cư,,137.27272 tr/m²,,2 PN,55 m²,2
18597169,131460636,624355282,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 22,Phường Thạnh Mỹ Tây,208,Nguyễn Hữu Cảnh,Căn hộ/Chung cư,8 giờ trước,0,False,10.79387,106.72032,"10.79387,106.72032",,32 tỷ,,,0,False,2026-03-29 14:14:00,32000000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,222.22223 tr/m²,Sổ hồng riêng,4 PN,144 m²,2
19085544,131460732,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Bình (Quận Thủ Đức cũ),Phường Tam Bình,,Phạm Văn Đồng,Căn hộ/Chung cư,hôm qua,0,False,10.867641,106.73379,"10.8676413,106.7337841",,"2,6 tỷ",,,0,False,2026-03-28 13:35:03,2600000000 ₫,Mua bán,Nội thất đầy đủ,,Đông Nam,Chung cư,Đông Nam,47.272728 tr/m²,Sổ hồng riêng,2 PN,55 m²,
5504036,131460775,1446992859,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Kinh Dương Vương,Căn hộ/Chung cư,2 ngày trước,0,False,10.73437,106.6129,"10.73437,106.6129",,"2,15 tỷ",,,0,False,2026-03-27 14:30:41,2150000000 ₫,Mua bán,,,,Chung cư,,37.7193 tr/m²,Sổ hồng riêng,2 PN,57 m²,1
12296668,131460873,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 17,Phường Gia Định,,Đường Trường Sa,Căn hộ/Chung cư,2 ngày trước,0,True,10.793539,106.70149,"10.7935387,106.7014922",osm:W1264683483,"3,95 tỷ",,,0,True,2026-03-27 14:34:40,3950000000 ₫,Mua bán,,,,Chung cư,,79 tr/m²,,2 PN,50 m²,2
12296668,131460895,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 4,Phường Đức Nhuận,,Đường Nguyễn Kiệm,Căn hộ/Chung cư,2 ngày trước,0,True,10.808282,106.67847,"10.8082815,106.6784694",osm:W276782077,"3,2 tỷ",,,0,True,2026-03-27 14:35:27,3200000000 ₫,Mua bán,,Căn góc,,Chung cư,,80 tr/m²,Sổ hồng riêng,2 PN,40 m²,2
29931519,131460904,619633814,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường An Bình,Phường Dĩ An,,Quốc lộ 1A,Căn hộ/Chung cư,7 giờ trước,0,False,10.87499,106.75698,"10.87499,106.75698",,"3,85 tỷ",,,0,False,2026-03-29 14:42:05,3850000000 ₫,Mua bán,,Căn góc,,Chung cư,,54.225353 tr/m²,,2 PN,71 m²,2
26096071,131460921,1140183417,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 22,Phường Thạnh Mỹ Tây,720A,Điện Biên Phủ,Căn hộ/Chung cư,hôm qua,0,False,10.78921,106.71094,"10.78921,106.71094",,12 tỷ,,,0,False,2026-03-28 13:58:00,12000000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,96 tr/m²,Sổ hồng riêng,3 PN,125 m²,2
22116410,131461206,1733121956,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,119,Bình Long,Căn hộ/Chung cư,2 ngày trước,0,False,10.77861,106.62063,"10.77861,106.62063",,"2,52 tỷ",,,0,False,2026-03-27 14:46:36,2520000000 ₫,Mua bán,,,,Chung cư,,39.375 tr/m²,,2 PN,64 m²,2
5461758,131461316,1933220715,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Tây (Quận Thủ Đức cũ),Phường Linh Xuân,,Phạm Văn Đồng,Căn hộ/Chung cư,hôm qua,0,False,10.86122,106.75361,"10.86122,106.75361",,4 tỷ,,,0,False,2026-03-28 13:53:01,4000000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,Đông Nam,54.054054 tr/m²,Sổ hồng riêng,2 PN,74 m²,2
27100072,131461455,1443179977,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Thống Nhất,Căn hộ/Chung cư,2 ngày trước,0,False,10.89285,106.79457,"10.89285,106.79457",,"2,45 tỷ",,,0,False,2026-03-27 14:56:20,2450000000 ₫,Mua bán,Nội thất đầy đủ,0,,Chung cư,,47.115383 tr/m²,Sổ hồng riêng,2 PN,52 m²,2
22116410,131461461,2063062760,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,Phường Phú Thọ Hòa,,Âu Cơ,Căn hộ/Chung cư,2 ngày trước,0,False,10.79492,106.63832,"10.79492,106.63832",,"3,23 tỷ",,,0,False,2026-03-27 14:56:40,3230000000 ₫,Mua bán,,,,Chung cư,,53.833332 tr/m²,Sổ hồng riêng,2 PN,60 m²,2
30954666,131461475,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 ngày trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"2,3 tỷ",,,0,False,2026-03-27 14:57:20,2300000000 ₫,Mua bán,,,,Chung cư,Đông Bắc,48.93617 tr/m²,Sổ hồng riêng,1 PN,47 m²,1
16779312,131461529,1941702029,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Lái Thiêu,Phường Lái Thiêu,,Nguyễn Văn Tiết,Căn hộ/Chung cư,2 ngày trước,0,False,10.91464,106.70704,"10.91464,106.70704",,"2,45 tỷ",,,0,False,2026-03-27 14:59:40,2450000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,40.833332 tr/m²,Sổ hồng riêng,2 PN,60 m²,2
27155869,131461674,545454975,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Phú,Phường Tân Mỹ,,Tân Phú,Căn hộ/Chung cư,2 ngày trước,0,False,10.7271,106.72862,"10.7271,106.72862",,"11,9 tỷ",,,0,False,2026-03-27 15:05:50,11900000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,Tây Nam,Chung cư,Đông Bắc,120.20202 tr/m²,Hợp đồng mua bán,2 PN,99 m²,
5504036,131461707,1217264073,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 5,Phường 11,Phường Chợ Lớn,86,Tản Đà,Căn hộ/Chung cư,2 ngày trước,0,False,10.7535,106.66423,"10.7535,106.66423",,"6,2 tỷ",,,0,False,2026-03-27 15:07:03,6200000000 ₫,Mua bán,,,,Chung cư,,62 tr/m²,,3 PN,100 m²,2
10922381,131461798,1937369028,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình Thắng,Phường Đông Hòa,,Xa Lộ Hà Nội,Căn hộ/Chung cư,2 ngày trước,0,False,10.90366,106.79386,"10.90366,106.79386",,"1,35 tỷ",,,0,False,2026-03-27 15:11:26,1350000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,29.347826 tr/m²,Sổ hồng riêng,1 PN,46 m²,1
10922381,131462037,1937369028,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình Thắng,Phường Đông Hòa,,Xa Lộ Hà Nội,Căn hộ/Chung cư,2 ngày trước,0,False,10.90366,106.79386,"10.90366,106.79386",,"1,4 tỷ",,,0,False,2026-03-27 15:22:18,1400000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,28.571428 tr/m²,Sổ hồng riêng,1 PN,49 m²,1
13123225,131462437,1516348268,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 9,Phường Đức Nhuận,119,Phổ Quang,Căn hộ/Chung cư,2 ngày trước,0,False,10.80891,106.67201,"10.80891,106.67201",,"8,5 tỷ",,,0,False,2026-03-27 15:37:46,8500000000 ₫,Mua bán,,0,,Chung cư,,88.541664 tr/m²,,3 PN,96 m²,2
31217677,131462573,1790858302,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 15,Phường An Hội Đông,,Dương Quảng Hàm,Căn hộ/Chung cư,2 ngày trước,0,False,10.82644,106.69226,"10.82644,106.69226",,"3,3 tỷ",,,0,False,2026-03-27 15:42:46,3300000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,,Chung cư,Tây Bắc,62.264153 tr/m²,Đang chờ sổ,2 PN,53 m²,1
597730,131462601,143843690,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 14,Phường Phú Định,Số 277,Bến Bình Đông,Căn hộ/Chung cư,hôm qua,0,False,10.74213,106.64879,"10.74213,106.64879",,"3,45 tỷ",,,0,False,2026-03-28 21:02:20,3450000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,Đông,50 tr/m²,Hợp đồng mua bán,2 PN,69 m²,
28734975,131462709,1165338014,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 14,Phường Phú Định,,Bến Bình Đông,Căn hộ/Chung cư,hôm qua,0,False,10.73673,106.64039,"10.73673,106.64039",,"4,65 tỷ",,,0,False,2026-03-28 16:09:00,4650000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,Đông Nam,68.382355 tr/m²,Hợp đồng mua bán,2 PN,68 m²,
31225406,131462746,2023241925,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,hôm qua,0,False,10.8454,106.81972,"10.8454,106.81972",,"3,35 tỷ",,,0,False,2026-03-28 13:44:00,3350000000 ₫,Mua bán,Hoàn thiện cơ bản,,Tây Bắc,Chung cư,Đông Nam,55.833332 tr/m²,Hợp đồng mua bán,2 PN,60 m²,2
1090850,131462760,1569596078,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Hòa,Phường Phú Lợi,,Happy One Central,Căn hộ/Chung cư,2 ngày trước,0,False,10.972611,106.685135,"10.9726115,106.685136",,"2,5 tỷ",,,0,False,2026-03-27 15:49:43,2500000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,36.231884 tr/m²,Sổ hồng riêng,2 PN,69 m²,2
3680116,131462826,175905808,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 1,Phường Vĩnh Hội,331,Bến Vân Đồn,Căn hộ/Chung cư,2 ngày trước,0,False,10.75756,106.69245,"10.75756,106.69245",,"6,6 tỷ",,,0,False,2026-03-27 15:53:16,6600000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,60 tr/m²,Sổ hồng riêng,3 PN,110 m²,3
3680116,131462920,1769506641,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 8,Phường Khánh Hội,,Hoàng Diệu,Căn hộ/Chung cư,2 ngày trước,0,False,10.76522,106.70734,"10.76522,106.70734",,"5,6 tỷ",,,0,False,2026-03-27 15:57:10,5600000000 ₫,Mua bán,,,,Chung cư,,68.29269 tr/m²,Sổ hồng riêng,2 PN,82 m²,2
23257891,131462943,377394594,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Phường Tân Sơn Nhì,số 88,N1,Căn hộ/Chung cư,2 ngày trước,0,False,10.80384,106.61603,"10.80384,106.61603",,7 tỷ,,,0,False,2026-03-27 15:58:18,7000000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,67.30769 tr/m²,Sổ hồng riêng,3 PN,104 m²,2
14049632,131463080,2117738109,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Xã Bình Hưng,,Nguyễn Văn Linh,Căn hộ/Chung cư,7 giờ trước,0,False,10.72615,106.66785,"10.72615,106.66785",,"4,99 tỷ",,,0,False,2026-03-29 14:47:03,4990000000 ₫,Mua bán,,Căn góc,,Chung cư,,65.6579 tr/m²,,2 PN,76 m²,2
12221998,131463161,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Đường Thạnh Lộc 08,Căn hộ/Chung cư,15 giờ trước,0,True,10.853597,106.678024,"10.8535967,106.6780214",osm:W685042687,"3,1 tỷ",,,0,False,2026-03-29 06:41:18,3100000000 ₫,Mua bán,,,,Chung cư,,62 tr/m²,,1 PN,50 m²,1
26269906,131463787,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Phường Phước Long,,Đường Liên Phường,Căn hộ/Chung cư,2 ngày trước,0,False,10.807799,106.78538,"10.8077998,106.7853781",,"3,2 tỷ",,,0,False,2026-03-27 16:36:36,3200000000 ₫,Mua bán,Nội thất đầy đủ,0,Đông Nam,Chung cư,Tây Bắc,61.53846 tr/m²,Sổ hồng riêng,2 PN,52 m²,1
9624884,131463813,710332116,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Hồ Học Lãm,Căn hộ/Chung cư,6 giờ trước,0,False,10.72149,106.61147,"10.72149,106.61147",,"2,07 tỷ",,,0,False,2026-03-29 15:59:38,2070000000 ₫,Mua bán,,,,Chung cư,,41.4 tr/m²,Sổ hồng riêng,1 PN,50 m²,
25678705,131463830,1767068810,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 2,Phường Tân Sơn Hòa,,Hoàng Văn Thụ,Căn hộ/Chung cư,2 ngày trước,0,False,10.80056,106.66249,"10.80056,106.66249",,"7,1 tỷ",,,0,False,2026-03-27 16:38:14,7100000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,94.666664 tr/m²,Hợp đồng mua bán,2 PN,75 m²,
31220564,131463854,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường An Phú,Phường An Phú,, 1 ĐT743,Căn hộ/Chung cư,2 ngày trước,0,False,10.947814,106.738205,"10.9478138,106.7382072",,"1,35 tỷ",,,0,False,2026-03-27 16:39:07,1350000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,28.577477 tr/m²,Sổ hồng riêng,2 PN,47.24 m²,1
24579697,131463926,1245815748,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Bình (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,8 giờ trước,0,False,10.89186,106.83415,"10.89186,106.83415",,"6,65 tỷ",,,0,False,2026-03-29 13:47:57,6650000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,Tây Nam,Chung cư,Đông Bắc,68.5567 tr/m²,Hợp đồng mua bán,3 PN,97 m²,2
21726590,131464009,519780771,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Vũng Tàu,Phường Thắng Tam,Phường Vũng Tàu,,Võ Thị Sáu,Căn hộ/Chung cư,2 ngày trước,0,False,10.34242,107.08953,"10.34242,107.08953",,"2,65 tỷ",,,0,False,2026-03-27 16:45:39,2650000000 ₫,Mua bán,Nội thất đầy đủ,,Tây Nam,Chung cư,Đông Bắc,45.689655 tr/m²,Sổ hồng riêng,2 PN,58 m²,2
2828692,131464110,1942066492,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,15A2,Nguyễn Hữu Thọ,Căn hộ/Chung cư,2 ngày trước,0,False,10.71838,106.70274,"10.71838,106.70274",,"4,68 tỷ",,,0,False,2026-03-27 16:50:33,4680000000 ₫,Mua bán,Nội thất cao cấp,,Đông Nam,Chung cư,Đông,65.91549 tr/m²,Sổ hồng riêng,2 PN,71 m²,2
643470,131464156,1361342196,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Dương Thị Giang,Căn hộ/Chung cư,5 giờ trước,0,False,10.82442,106.62025,"10.82442,106.62025",,"3,4 tỷ",,,0,False,2026-03-29 17:16:03,3400000000 ₫,Mua bán,,0,Tây,Chung cư,Đông,46.575344 tr/m²,,2 PN,73 m²,2
17661259,131464189,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 ngày trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"2,75 tỷ",,,0,False,2026-03-27 16:53:55,2750000000 ₫,Mua bán,Nội thất cao cấp,,Đông Nam,Chung cư,Đông Nam,46.61017 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
10590959,131464384,631144398,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Lợi Đông (Quận 2 cũ),Phường An Khánh,10,Mai Chí Thọ,Căn hộ/Chung cư,2 ngày trước,0,False,10.80712,106.7558,"10.80712,106.7558",,"17,8 tỷ",,,0,False,2026-03-27 17:03:13,17800000000 ₫,Mua bán,,,,Chung cư,,157.52213 tr/m²,,3 PN,113 m²,2
23860338,131464558,1310361710,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phường Tân Mỹ,,Phạm Hữu Lầu,Căn hộ/Chung cư,2 ngày trước,0,False,10.70494,106.73567,"10.70494,106.73567",,"3,2 tỷ",,,0,False,2026-03-27 17:12:07,3200000000 ₫,Mua bán,,0,,Chung cư,,56.14035 tr/m²,Sổ hồng riêng,2 PN,57 m²,1
24743627,131464579,1930773584,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Vũng Tàu,Phường 10,Phường Rạch Dừa,,Đường Nguyễn Hữu Cảnh,Căn hộ/Chung cư,hôm qua,0,False,10.392083,107.11203,"10.3920828,107.1120319",,"3,9 tỷ",,,0,False,2026-03-28 13:40:02,3900000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,Đông Nam,54.166668 tr/m²,Đang chờ sổ,2 PN,72 m²,2
995336,131464961,1877170579,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,"69-79-89 Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TP.HCM",Căn hộ/Chung cư,8 giờ trước,0,False,10.725094,106.61835,"10.725093378106756,106.61835086160808",,"4,379 tỷ",,,0,False,2026-03-29 13:36:14,4379000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,Đông Nam,76.82456 tr/m²,Hợp đồng mua bán,2 PN,57 m²,1
23338042,131466532,1516348268,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 9,Phường Đức Nhuận,119,Phổ Quang,Căn hộ/Chung cư,hôm qua,0,False,10.80891,106.67201,"10.80891,106.67201",,"6,3 tỷ",,,0,False,2026-03-28 16:32:00,6300000000 ₫,Mua bán,,,,Chung cư,,84 tr/m²,Hợp đồng mua bán,2 PN,75 m²,2
4846909,131466840,1516348268,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 9,Phường Đức Nhuận,119,Phổ Quang,Căn hộ/Chung cư,2 ngày trước,0,False,10.80891,106.67201,"10.80891,106.67201",,"8,15 tỷ",,,0,False,2026-03-27 19:32:46,8150000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,81.5 tr/m²,Đang chờ sổ,3 PN,100 m²,2
12421746,131466934,1361342196,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Phường Đông Hưng Thuận,,Dương Thị Giang,Căn hộ/Chung cư,hôm qua,0,False,10.82442,106.62025,"10.82442,106.62025",,"2,6 tỷ",,,0,False,2026-03-28 16:13:02,2600000000 ₫,Mua bán,Hoàn thiện cơ bản,0,,Chung cư,Tây Nam,50 tr/m²,Sổ hồng riêng,2 PN,52 m²,1
12435409,131467017,373246257,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,113/89,An Dương Vương,Căn hộ/Chung cư,2 ngày trước,0,False,10.72014,106.61916,"10.72014,106.61916",,840 triệu,,,0,True,2026-03-27 19:43:01,840000000 ₫,Mua bán,Nội thất đầy đủ,0,,Chung cư,,22.4 tr/m²,Sổ hồng riêng,1 PN,37.5 m²,1
4578177,131467033,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Đường Mai Chí Thọ,Căn hộ/Chung cư,2 ngày trước,0,False,10.801913,106.76475,"10.8019128,106.7647475",,"3,3 tỷ",,,0,False,2026-03-27 19:44:27,3300000000 ₫,Mua bán,,,,Officetel,,54.098362 tr/m²,,2 PN,61 m²,
4578177,131467037,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Đường Mai Chí Thọ,Căn hộ/Chung cư,2 ngày trước,0,False,10.801913,106.76475,"10.8019128,106.7647475",,"2,8 tỷ",,,0,False,2026-03-27 19:44:42,2800000000 ₫,Mua bán,,,,Officetel,,50.909092 tr/m²,,2 PN,55 m²,
4578177,131467047,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Đường Mai Chí Thọ,Căn hộ/Chung cư,2 ngày trước,0,False,10.801913,106.76475,"10.8019128,106.7647475",,"3,3 tỷ",,,0,False,2026-03-27 19:45:03,3300000000 ₫,Mua bán,,,,Officetel,,60 tr/m²,,2 PN,55 m²,
456752,131467259,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 5,Phường 8,Phường An Đông,155,Đường Nguyễn Tri Phương,Căn hộ/Chung cư,2 ngày trước,0,False,10.75909,106.66579,"10.75909,106.66579",,"4,2 tỷ",,,0,False,2026-03-27 19:57:24,4200000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,66.666664 tr/m²,Sổ hồng riêng,2 PN,63 m²,
10948842,131467340,1077953361,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B (Quận 9 cũ),Phường Tăng Nhơn Phú,,Tăng Nhơn Phú A,Căn hộ/Chung cư,2 ngày trước,0,True,10.83776,106.78112,"10.83776,106.78112",osm:W32578669,"2,479 tỷ",,,0,False,2026-03-27 20:03:29,2479000000 ₫,Mua bán,,,,Chung cư,,46.773586 tr/m²,,2 PN,53 m²,
29926644,131468230,373596232,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Phường Phước Long,,Liên Phường,Căn hộ/Chung cư,2 ngày trước,0,False,10.80749,106.78497,"10.80749,106.78497",,"5,5 tỷ",,,0,False,2026-03-27 20:59:33,5500000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,Nam,Chung cư,Đông Bắc,64.70588 tr/m²,Sổ hồng riêng,3 PN,85 m²,
28780412,131468278,2064678719,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường An Bình,Phường Dĩ An,,Liêu Xá,Căn hộ/Chung cư,8 giờ trước,0,False,10.87574,106.75495,"10.87574,106.75495",,"2,4 tỷ",,,0,False,2026-03-29 14:03:03,2400000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,44.444443 tr/m²,Sổ hồng riêng,2 PN,54 m²,2
5143818,131468327,1155146966,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 11,Phường Bình Phú,961,Hậu Giang,Căn hộ/Chung cư,hôm qua,0,False,10.74578,106.62633,"10.74578,106.62633",,"4,3 tỷ",,,0,False,2026-03-28 14:46:39,4300000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,59.72222 tr/m²,Sổ hồng riêng,2 PN,72 m²,2
22290315,131468595,1954568186,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thới An,Phường Thới An,,Lê Văn Khương,Căn hộ/Chung cư,hôm qua,0,False,10.87319,106.64995,"10.87319,106.64995",,"2,05 tỷ",,,0,False,2026-03-28 13:16:01,2050000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,39.805824 tr/m²,Sổ hồng riêng,2 PN,51.5 m²,2
22834776,131468697,377394594,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Phường Tân Sơn Nhì,số 88,N1,Căn hộ/Chung cư,hôm qua,0,False,10.80384,106.61603,"10.80384,106.61603",,9 tỷ,,,0,False,2026-03-28 13:15:00,9000000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,76.92308 tr/m²,,3 PN,117 m²,2
